tissue,supertype_label,supertype_name,program_index,program_id,top_term,top_category,top_pvalue,enrichment_score_cluster1,n_terms_p05,status,program_label
HYP,CS20230722_SUPT_0444,0444 PVHd-SBPV Six3 Prox1 Gaba_3,16,P16,Cilium,UP_KW_CELLULAR_COMPONENT,0.01887372369279941,1.2853585729161126,2,ok,P16 · Cilium
HYP,CS20230722_SUPT_0444,0444 PVHd-SBPV Six3 Prox1 Gaba_3,17,P17,COMPBIAS:Polar residues,UP_SEQ_FEATURE,0.00814151765648587,1.374444303271369,3,ok,P17 · COMPBIAS:Polar residues
HYP,CS20230722_SUPT_0444,0444 PVHd-SBPV Six3 Prox1 Gaba_3,18,P18,Developmental protein,UP_KW_MOLECULAR_FUNCTION,0.00165301886078706,2.129488667936035,7,ok,P18 · Developmental protein
HYP,CS20230722_SUPT_0444,0444 PVHd-SBPV Six3 Prox1 Gaba_3,19,P19,Transferase,UP_KW_MOLECULAR_FUNCTION,0.11501336678375716,0.7432498194461367,0,ok,P19 · Transferase
HYP,CS20230722_SUPT_0445,0445 PVHd-SBPV Six3 Prox1 Gaba_4,0,P0,IPR000961:AGC-kinase_C,INTERPRO,8.24761896483e-4,1.747168255076336,15,ok,P0 · IPR000961:AGC-kinase_C
HYP,CS20230722_SUPT_0445,0445 PVHd-SBPV Six3 Prox1 Gaba_4,1,P1,L-amino acid transmembrane transporter activity,GOTERM_MF_DIRECT,5.7836085866249e-4,0.8730056388493206,6,ok,P1 · L-amino acid transmembrane transporte...
HYP,CS20230722_SUPT_0445,0445 PVHd-SBPV Six3 Prox1 Gaba_4,2,P2,CARBOHYD:N-linked (GlcNAc...) asparagine,UP_SEQ_FEATURE,1.0429152246604e-4,2.9723134700591096,13,ok,P2 · CARBOHYD:N-linked (GlcNAc...) asparagine
HYP,CS20230722_SUPT_0445,0445 PVHd-SBPV Six3 Prox1 Gaba_4,3,P3,COMPBIAS:Basic and acidic residues,UP_SEQ_FEATURE,0.07644344947685924,0.6118416793074507,0,ok,P3 · COMPBIAS:Basic and acidic residues
HYP,CS20230722_SUPT_0445,0445 PVHd-SBPV Six3 Prox1 Gaba_4,4,P4,COMPBIAS:Low complexity,UP_SEQ_FEATURE,0.00200471504992298,2.2488820168180057,9,ok,P4 · COMPBIAS:Low complexity
HYP,CS20230722_SUPT_0445,0445 PVHd-SBPV Six3 Prox1 Gaba_4,5,P5,Differentiation,UP_KW_BIOLOGICAL_PROCESS,0.01556956306626166,1.2178018103115105,5,ok,P5 · Differentiation
HYP,CS20230722_SUPT_0445,0445 PVHd-SBPV Six3 Prox1 Gaba_4,6,P6,nucleus,GOTERM_CC_DIRECT,0.20761031321883117,0.3233330324197193,0,ok,P6 · nucleus
HYP,CS20230722_SUPT_0445,0445 PVHd-SBPV Six3 Prox1 Gaba_4,7,P7,nucleoplasm,GOTERM_CC_DIRECT,0.00430941236560998,1.877766689554902,6,ok,P7 · nucleoplasm
HYP,CS20230722_SUPT_0445,0445 PVHd-SBPV Six3 Prox1 Gaba_4,8,P8,Synaptosome,UP_KW_CELLULAR_COMPONENT,9.0082987697678e-4,2.1927137831512113,38,ok,P8 · Synaptosome
HYP,CS20230722_SUPT_0445,0445 PVHd-SBPV Six3 Prox1 Gaba_4,9,P9,protein binding,GOTERM_MF_DIRECT,0.03864302398852283,0.4647320285731235,1,ok,P9 · protein binding
HYP,CS20230722_SUPT_0445,0445 PVHd-SBPV Six3 Prox1 Gaba_4,10,P10,nucleus,GOTERM_CC_DIRECT,0.02286334109984391,1.1520242136096157,5,ok,P10 · nucleus
HYP,CS20230722_SUPT_0445,0445 PVHd-SBPV Six3 Prox1 Gaba_4,11,P11,mRNA processing,UP_KW_BIOLOGICAL_PROCESS,0.00102662458728623,1.8934679803029104,11,ok,P11 · mRNA processing
HYP,CS20230722_SUPT_0445,0445 PVHd-SBPV Six3 Prox1 Gaba_4,12,P12,nucleus,GOTERM_CC_DIRECT,0.0329167913744029,0.94211838938691606,1,ok,P12 · nucleus
HYP,CS20230722_SUPT_0445,0445 PVHd-SBPV Six3 Prox1 Gaba_4,13,P13,zinc ion binding,GOTERM_MF_DIRECT,0.02128348611550538,0.8931124432740746,1,ok,P13 · zinc ion binding
HYP,CS20230722_SUPT_0445,0445 PVHd-SBPV Six3 Prox1 Gaba_4,14,P14,CARBOHYD:N-linked (GlcNAc...) asparagine,UP_SEQ_FEATURE,6.2210663584752e-6,2.2772476391067764,66,ok,P14 · CARBOHYD:N-linked (GlcNAc...) asparagine
HYP,CS20230722_SUPT_0445,0445 PVHd-SBPV Six3 Prox1 Gaba_4,15,P15,transcription regulator complex,GOTERM_CC_DIRECT,0.0303202242737288,0.9130955036171778,3,ok,P15 · transcription regulator complex
HYP,CS20230722_SUPT_0445,0445 PVHd-SBPV Six3 Prox1 Gaba_4,16,P16,Transmembrane helix,UP_KW_DOMAIN,0.5367003608446153,0.12455490425777176,0,ok,P16 · Transmembrane helix
HYP,CS20230722_SUPT_0445,0445 PVHd-SBPV Six3 Prox1 Gaba_4,17,P17,plasma membrane,GOTERM_CC_DIRECT,2.53252142600383e-7,3.977534424220911,59,ok,P17 · plasma membrane
HYP,CS20230722_SUPT_0445,0445 PVHd-SBPV Six3 Prox1 Gaba_4,18,P18,CARBOHYD:N-linked (GlcNAc...) asparagine,UP_SEQ_FEATURE,0.00116897766019549,1.2424058842866477,7,ok,P18 · CARBOHYD:N-linked (GlcNAc...) asparagine
HYP,CS20230722_SUPT_0445,0445 PVHd-SBPV Six3 Prox1 Gaba_4,19,P19,Glycoprotein,UP_KW_PTM,0.06895733823236976,0.5216007157883963,0,ok,P19 · Glycoprotein
HYP,CS20230722_SUPT_0446,0446 AHN-SBPV-PVHd Pdrm12 Gaba_1,0,P0,CARBOHYD:N-linked (GlcNAc...) asparagine,UP_SEQ_FEATURE,0.00678677655038754,0.7787257311234196,2,ok,P0 · CARBOHYD:N-linked (GlcNAc...) asparagine
HYP,CS20230722_SUPT_0446,0446 AHN-SBPV-PVHd Pdrm12 Gaba_1,1,P1,L-amino acid transmembrane transporter activity,GOTERM_MF_DIRECT,2.3817153385727e-4,0.8973680870695445,8,ok,P1 · L-amino acid transmembrane transporte...
HYP,CS20230722_SUPT_0446,0446 AHN-SBPV-PVHd Pdrm12 Gaba_1,2,P2,Glycoprotein,UP_KW_PTM,0.00601384034582675,0.9787034088923012,3,ok,P2 · Glycoprotein
HYP,CS20230722_SUPT_0446,0446 AHN-SBPV-PVHd Pdrm12 Gaba_1,3,P3,calcium channel activity,GOTERM_MF_DIRECT,0.00479225030363044,1.320730021411437,6,ok,P3 · calcium channel activity
HYP,CS20230722_SUPT_0446,0446 AHN-SBPV-PVHd Pdrm12 Gaba_1,4,P4,mmu04519:Cadherin signaling,KEGG_PATHWAY,0.00501694074404837,1.0063647473694617,9,ok,P4 · mmu04519:Cadherin signaling
HYP,CS20230722_SUPT_0446,0446 AHN-SBPV-PVHd Pdrm12 Gaba_1,5,P5,mitochondrion,GOTERM_CC_DIRECT,0.02228915128336658,1.2372869498387695,3,ok,P5 · mitochondrion
HYP,CS20230722_SUPT_0446,0446 AHN-SBPV-PVHd Pdrm12 Gaba_1,6,P6,IPR001849:PH_domain,INTERPRO,0.00240038543360206,2.1502498666554244,6,ok,P6 · IPR001849:PH_domain
HYP,CS20230722_SUPT_0446,0446 AHN-SBPV-PVHd Pdrm12 Gaba_1,7,P7,plasma membrane,GOTERM_CC_DIRECT,3.3419056167748e-4,1.43898868483652,8,ok,P7 · plasma membrane
HYP,CS20230722_SUPT_0446,0446 AHN-SBPV-PVHd Pdrm12 Gaba_1,8,P8,DNA repair,GOTERM_BP_DIRECT,0.00862351434624396,0.8393492739305899,2,ok,P8 · DNA repair
HYP,CS20230722_SUPT_0446,0446 AHN-SBPV-PVHd Pdrm12 Gaba_1,9,P9,membrane,GOTERM_CC_DIRECT,0.0835595367515908,0.6087458123741122,0,ok,P9 · membrane
HYP,CS20230722_SUPT_0446,0446 AHN-SBPV-PVHd Pdrm12 Gaba_1,10,P10,CARBOHYD:N-linked (GlcNAc...) asparagine,UP_SEQ_FEATURE,0.0103307560747866,1.4153438336155255,7,ok,P10 · CARBOHYD:N-linked (GlcNAc...) asparagine
HYP,CS20230722_SUPT_0446,0446 AHN-SBPV-PVHd Pdrm12 Gaba_1,11,P11,CARBOHYD:N-linked (GlcNAc...) asparagine,UP_SEQ_FEATURE,3.6348797314649e-4,1.974456472241693,27,ok,P11 · CARBOHYD:N-linked (GlcNAc...) asparagine
HYP,CS20230722_SUPT_0446,0446 AHN-SBPV-PVHd Pdrm12 Gaba_1,12,P12,IPR001660:SAM,INTERPRO,8.4639187664243e-4,2.9481610170877812,9,ok,P12 · IPR001660:SAM
HYP,CS20230722_SUPT_0446,0446 AHN-SBPV-PVHd Pdrm12 Gaba_1,13,P13,mmu04664:Fc epsilon RI signaling pathway,KEGG_PATHWAY,9.4416027662954e-4,2.0657445774683145,8,ok,P13 · mmu04664:Fc epsilon RI signaling pathway
HYP,CS20230722_SUPT_0446,0446 AHN-SBPV-PVHd Pdrm12 Gaba_1,14,P14,axon,GOTERM_CC_DIRECT,0.00353867813904133,0.8021172055686324,3,ok,P14 · axon
HYP,CS20230722_SUPT_0446,0446 AHN-SBPV-PVHd Pdrm12 Gaba_1,15,P15,sperm flagellum,GOTERM_CC_DIRECT,0.00162422396772577,1.3559185803196223,13,ok,P15 · sperm flagellum
HYP,CS20230722_SUPT_0446,0446 AHN-SBPV-PVHd Pdrm12 Gaba_1,16,P16,CARBOHYD:N-linked (GlcNAc...) asparagine,UP_SEQ_FEATURE,0.00249971548699939,1.117501146515819,8,ok,P16 · CARBOHYD:N-linked (GlcNAc...) asparagine
HYP,CS20230722_SUPT_0446,0446 AHN-SBPV-PVHd Pdrm12 Gaba_1,17,P17,IPR027417:P-loop_NTPase,INTERPRO,0.02636747440683573,0.8584392627534924,1,ok,P17 · IPR027417:P-loop_NTPase
HYP,CS20230722_SUPT_0446,0446 AHN-SBPV-PVHd Pdrm12 Gaba_1,18,P18,molecular_function,GOTERM_MF_DIRECT,0.1942473787437251,0.4405217347115836,0,ok,P18 · molecular_function
HYP,CS20230722_SUPT_0446,0446 AHN-SBPV-PVHd Pdrm12 Gaba_1,19,P19,IPR027417:P-loop_NTPase,INTERPRO,0.01861632936432048,0.7794122313005116,2,ok,P19 · IPR027417:P-loop_NTPase
HYP,CS20230722_SUPT_0447,0447 AHN-SBPV-PVHd Pdrm12 Gaba_2,0,P0,Synapse,UP_KW_CELLULAR_COMPONENT,2.3396847463022e-4,2.195077184971287,46,ok,P0 · Synapse
HYP,CS20230722_SUPT_0447,0447 AHN-SBPV-PVHd Pdrm12 Gaba_2,1,P1,Cell membrane,UP_KW_CELLULAR_COMPONENT,0.01485011433144171,1.154436487742779,5,ok,P1 · Cell membrane
HYP,CS20230722_SUPT_0447,0447 AHN-SBPV-PVHd Pdrm12 Gaba_2,2,P2,regulation of synapse organization,GOTERM_BP_DIRECT,3.352100208557e-4,1.5771754838914216,11,ok,P2 · regulation of synapse organization
HYP,CS20230722_SUPT_0447,0447 AHN-SBPV-PVHd Pdrm12 Gaba_2,3,P3,CARBOHYD:N-linked (GlcNAc...) asparagine,UP_SEQ_FEATURE,8.2167049047339e-4,2.019522547071352,15,ok,P3 · CARBOHYD:N-linked (GlcNAc...) asparagine
HYP,CS20230722_SUPT_0447,0447 AHN-SBPV-PVHd Pdrm12 Gaba_2,4,P4,mmu04080:Neuroactive ligand-receptor interaction,KEGG_PATHWAY,1.139919327502076e-5,1.7572951858120354,24,ok,P4 · mmu04080:Neuroactive ligand-receptor ...
HYP,CS20230722_SUPT_0447,0447 AHN-SBPV-PVHd Pdrm12 Gaba_2,5,P5,axoneme,GOTERM_CC_DIRECT,7.86038394224457e-7,3.908271460891503,13,ok,P5 · axoneme
HYP,CS20230722_SUPT_0447,0447 AHN-SBPV-PVHd Pdrm12 Gaba_2,6,P6,IPR011993:PH-like_dom_sf,INTERPRO,0.00182638126748547,1.8228042269312856,18,ok,P6 · IPR011993:PH-like_dom_sf
HYP,CS20230722_SUPT_0447,0447 AHN-SBPV-PVHd Pdrm12 Gaba_2,7,P7,mmu04062:Chemokine signaling pathway,KEGG_PATHWAY,0.0043136405202814,1.7627626973911494,6,ok,P7 · mmu04062:Chemokine signaling pathway
HYP,CS20230722_SUPT_0447,0447 AHN-SBPV-PVHd Pdrm12 Gaba_2,8,P8,COMPBIAS:Basic residues,UP_SEQ_FEATURE,0.00569537881373993,0.9190027387519027,3,ok,P8 · COMPBIAS:Basic residues
HYP,CS20230722_SUPT_0447,0447 AHN-SBPV-PVHd Pdrm12 Gaba_2,9,P9,mmu05208:Chemical carcinogenesis - reactive oxygen species,KEGG_PATHWAY,0.00596473089970702,0.7747393875910983,1,ok,P9 · mmu05208:Chemical carcinogenesis - re...
HYP,CS20230722_SUPT_0447,0447 AHN-SBPV-PVHd Pdrm12 Gaba_2,10,P10,RNA binding,GOTERM_MF_DIRECT,0.00213139696353759,1.8268195504063252,7,ok,P10 · RNA binding
HYP,CS20230722_SUPT_0447,0447 AHN-SBPV-PVHd Pdrm12 Gaba_2,11,P11,extracellular matrix organization,GOTERM_BP_DIRECT,0.00720415623292236,0.6246215710785081,1,ok,P11 · extracellular matrix organization
HYP,CS20230722_SUPT_0447,0447 AHN-SBPV-PVHd Pdrm12 Gaba_2,12,P12,Ribosomal protein,UP_KW_MOLECULAR_FUNCTION,0.03959328435858783,1.1402763374175768,1,ok,P12 · Ribosomal protein
HYP,CS20230722_SUPT_0447,0447 AHN-SBPV-PVHd Pdrm12 Gaba_2,13,P13,mmu04360:Axon guidance,KEGG_PATHWAY,1.177992707226227e-7,2.4297035374831313,33,ok,P13 · mmu04360:Axon guidance
HYP,CS20230722_SUPT_0447,0447 AHN-SBPV-PVHd Pdrm12 Gaba_2,14,P14,Developmental protein,UP_KW_MOLECULAR_FUNCTION,0.00712799702241924,1.490591323148698,8,ok,P14 · Developmental protein
HYP,CS20230722_SUPT_0447,0447 AHN-SBPV-PVHd Pdrm12 Gaba_2,15,P15,CARBOHYD:N-linked (GlcNAc...) asparagine,UP_SEQ_FEATURE,0.2652863140402396,0.4708776711818643,0,ok,P15 · CARBOHYD:N-linked (GlcNAc...) asparagine
HYP,CS20230722_SUPT_0447,0447 AHN-SBPV-PVHd Pdrm12 Gaba_2,16,P16,protein-containing complex,GOTERM_CC_DIRECT,0.00869620897482379,0.45679727231804,1,ok,P16 · protein-containing complex
HYP,CS20230722_SUPT_0447,0447 AHN-SBPV-PVHd Pdrm12 Gaba_2,17,P17,cell differentiation,GOTERM_BP_DIRECT,0.02272709195073924,1.0399325547657134,3,ok,P17 · cell differentiation
HYP,CS20230722_SUPT_0447,0447 AHN-SBPV-PVHd Pdrm12 Gaba_2,18,P18,COMPBIAS:Basic residues,UP_SEQ_FEATURE,0.00569537881373993,0.854489846650239,2,ok,P18 · COMPBIAS:Basic residues
HYP,CS20230722_SUPT_0447,0447 AHN-SBPV-PVHd Pdrm12 Gaba_2,19,P19,CARBOHYD:N-linked (GlcNAc...) asparagine,UP_SEQ_FEATURE,0.00470899450708344,0.8750336406102546,3,ok,P19 · CARBOHYD:N-linked (GlcNAc...) asparagine
HYP,CS20230722_SUPT_0448,0448 AHN-SBPV-PVHd Pdrm12 Gaba_3,0,P0,Lipoprotein,UP_KW_PTM,0.00105198300060748,1.0113316693197345,4,ok,P0 · Lipoprotein
HYP,CS20230722_SUPT_0448,0448 AHN-SBPV-PVHd Pdrm12 Gaba_3,1,P1,IPR001791:Laminin_G,INTERPRO,4.3758904172988065e-5,2.4432275560643624,65,ok,P1 · IPR001791:Laminin_G
HYP,CS20230722_SUPT_0448,0448 AHN-SBPV-PVHd Pdrm12 Gaba_3,2,P2,Repeat,UP_KW_DOMAIN,0.09969444357836343,0.4467452237393992,0,ok,P2 · Repeat
HYP,CS20230722_SUPT_0448,0448 AHN-SBPV-PVHd Pdrm12 Gaba_3,3,P3,Cell membrane,UP_KW_CELLULAR_COMPONENT,8.7579080294775e-4,1.9497131309785711,13,ok,P3 · Cell membrane
HYP,CS20230722_SUPT_0448,0448 AHN-SBPV-PVHd Pdrm12 Gaba_3,4,P4,ATP binding,GOTERM_MF_DIRECT,0.00181756616095234,2.0248842282061097,21,ok,P4 · ATP binding
HYP,CS20230722_SUPT_0448,0448 AHN-SBPV-PVHd Pdrm12 Gaba_3,5,P5,nucleoplasm,GOTERM_CC_DIRECT,3.8822277317674e-4,0.9383550714559048,3,ok,P5 · nucleoplasm
HYP,CS20230722_SUPT_0448,0448 AHN-SBPV-PVHd Pdrm12 Gaba_3,6,P6,cell morphogenesis,GOTERM_BP_DIRECT,2.198308043247e-4,1.829887999134913,10,ok,P6 · cell morphogenesis
HYP,CS20230722_SUPT_0448,0448 AHN-SBPV-PVHd Pdrm12 Gaba_3,7,P7,positive regulation of DNA-templated transcription,GOTERM_BP_DIRECT,0.00167939552974859,1.2875830443179894,15,ok,P7 · positive regulation of DNA-templated ...
HYP,CS20230722_SUPT_0448,0448 AHN-SBPV-PVHd Pdrm12 Gaba_3,8,P8,Secreted,UP_KW_CELLULAR_COMPONENT,0.05488897280093272,0.8788011474110502,0,ok,P8 · Secreted
HYP,CS20230722_SUPT_0448,0448 AHN-SBPV-PVHd Pdrm12 Gaba_3,9,P9,Transmembrane helix,UP_KW_DOMAIN,0.00385596688261114,1.051761653130614,9,ok,P9 · Transmembrane helix
HYP,CS20230722_SUPT_0448,0448 AHN-SBPV-PVHd Pdrm12 Gaba_3,10,P10,CARBOHYD:N-linked (GlcNAc...) asparagine,UP_SEQ_FEATURE,1.0634567942516e-4,2.9975989625190773,14,ok,P10 · CARBOHYD:N-linked (GlcNAc...) asparagine
HYP,CS20230722_SUPT_0448,0448 AHN-SBPV-PVHd Pdrm12 Gaba_3,11,P11,Calcium,UP_KW_LIGAND,0.05782510576721223,0.5686883110691074,0,ok,P11 · Calcium
HYP,CS20230722_SUPT_0448,0448 AHN-SBPV-PVHd Pdrm12 Gaba_3,12,P12,neuronal cell body,GOTERM_CC_DIRECT,1.0403567237064e-4,1.836264432170806,25,ok,P12 · neuronal cell body
HYP,CS20230722_SUPT_0448,0448 AHN-SBPV-PVHd Pdrm12 Gaba_3,13,P13,Developmental protein,UP_KW_MOLECULAR_FUNCTION,3.275348231118425e-5,2.088418296290502,18,ok,P13 · Developmental protein
HYP,CS20230722_SUPT_0448,0448 AHN-SBPV-PVHd Pdrm12 Gaba_3,14,P14,Cell membrane,UP_KW_CELLULAR_COMPONENT,0.06428315778735474,0.5597053891966636,0,ok,P14 · Cell membrane
HYP,CS20230722_SUPT_0448,0448 AHN-SBPV-PVHd Pdrm12 Gaba_3,15,P15,plasma membrane,GOTERM_CC_DIRECT,0.01537883982311997,1.1966784770463448,9,ok,P15 · plasma membrane
HYP,CS20230722_SUPT_0448,0448 AHN-SBPV-PVHd Pdrm12 Gaba_3,16,P16,axon guidance,GOTERM_BP_DIRECT,2.2103220186116e-4,2.5061215593663206,22,ok,P16 · axon guidance
HYP,CS20230722_SUPT_0448,0448 AHN-SBPV-PVHd Pdrm12 Gaba_3,17,P17,DNA repair,UP_KW_BIOLOGICAL_PROCESS,0.01698516182180755,0.640458052966513,2,ok,P17 · DNA repair
HYP,CS20230722_SUPT_0448,0448 AHN-SBPV-PVHd Pdrm12 Gaba_3,18,P18,nucleoplasm,GOTERM_CC_DIRECT,0.03454909096584344,0.9126457682854644,2,ok,P18 · nucleoplasm
HYP,CS20230722_SUPT_0448,0448 AHN-SBPV-PVHd Pdrm12 Gaba_3,19,P19,cellular response to prostaglandin E stimulus,GOTERM_BP_DIRECT,2.3156428049341e-4,1.935822478559468,15,ok,P19 · cellular response to prostaglandin E ...
HYP,CS20230722_SUPT_0449,0449 AHN-SBPV-PVHd Pdrm12 Gaba_4,0,P0,neuronal cell body,GOTERM_CC_DIRECT,2.474859971813e-4,2.046323502880889,4,ok,P0 · neuronal cell body
HYP,CS20230722_SUPT_0449,0449 AHN-SBPV-PVHd Pdrm12 Gaba_4,1,P1,L-amino acid transmembrane transporter activity,GOTERM_MF_DIRECT,1.9206327895373e-4,1.4306611885606488,5,ok,P1 · L-amino acid transmembrane transporte...
HYP,CS20230722_SUPT_0449,0449 AHN-SBPV-PVHd Pdrm12 Gaba_4,2,P2,ZN_FING:C2H2-type 6,UP_SEQ_FEATURE,0.02604526946637236,0.5730272966833936,3,ok,P2 · ZN_FING:C2H2-type 6
HYP,CS20230722_SUPT_0449,0449 AHN-SBPV-PVHd Pdrm12 Gaba_4,3,P3,molecular_function,GOTERM_MF_DIRECT,0.09455360080422756,0.8163134179839822,0,ok,P3 · molecular_function
HYP,CS20230722_SUPT_0449,0449 AHN-SBPV-PVHd Pdrm12 Gaba_4,4,P4,COMPBIAS:Low complexity,UP_SEQ_FEATURE,0.0033277630088494,0.9709807334493452,7,ok,P4 · COMPBIAS:Low complexity
HYP,CS20230722_SUPT_0449,0449 AHN-SBPV-PVHd Pdrm12 Gaba_4,5,P5,COMPBIAS:Basic and acidic residues,UP_SEQ_FEATURE,0.00485096552473111,1.0876271703360985,2,ok,P5 · COMPBIAS:Basic and acidic residues
HYP,CS20230722_SUPT_0449,0449 AHN-SBPV-PVHd Pdrm12 Gaba_4,6,P6,Glycoprotein,UP_KW_PTM,6.5877740658182e-4,1.547306533149506,16,ok,P6 · Glycoprotein
HYP,CS20230722_SUPT_0449,0449 AHN-SBPV-PVHd Pdrm12 Gaba_4,7,P7,biological_process,GOTERM_BP_DIRECT,0.10103452664520024,0.7064211069810384,0,ok,P7 · biological_process
HYP,CS20230722_SUPT_0449,0449 AHN-SBPV-PVHd Pdrm12 Gaba_4,8,P8,mmu04517:IgSF CAM signaling,KEGG_PATHWAY,0.00228159664668196,1.3884063426929312,12,ok,P8 · mmu04517:IgSF CAM signaling
HYP,CS20230722_SUPT_0449,0449 AHN-SBPV-PVHd Pdrm12 Gaba_4,9,P9,CARBOHYD:N-linked (GlcNAc...) asparagine,UP_SEQ_FEATURE,5.492312336064137e-6,3.506434098257392,20,ok,P9 · CARBOHYD:N-linked (GlcNAc...) asparagine
HYP,CS20230722_SUPT_0449,0449 AHN-SBPV-PVHd Pdrm12 Gaba_4,10,P10,Cell membrane,UP_KW_CELLULAR_COMPONENT,0.01079620606564486,0.9385963553726292,5,ok,P10 · Cell membrane
HYP,CS20230722_SUPT_0449,0449 AHN-SBPV-PVHd Pdrm12 Gaba_4,11,P11,SH3 domain,UP_KW_DOMAIN,0.00820035809422148,1.6883961369851272,13,ok,P11 · SH3 domain
HYP,CS20230722_SUPT_0449,0449 AHN-SBPV-PVHd Pdrm12 Gaba_4,12,P12,neuronal cell body,GOTERM_CC_DIRECT,4.1232907419863e-4,2.457607546001441,9,ok,P12 · neuronal cell body
HYP,CS20230722_SUPT_0449,0449 AHN-SBPV-PVHd Pdrm12 Gaba_4,13,P13,cell cortex,GOTERM_CC_DIRECT,0.00256478026230939,0.8967080875716829,2,ok,P13 · cell cortex
HYP,CS20230722_SUPT_0449,0449 AHN-SBPV-PVHd Pdrm12 Gaba_4,14,P14,nucleus,GOTERM_CC_DIRECT,0.3291435944470179,0.2783809422985634,0,ok,P14 · nucleus
HYP,CS20230722_SUPT_0449,0449 AHN-SBPV-PVHd Pdrm12 Gaba_4,15,P15,site of double-strand break,GOTERM_CC_DIRECT,0.0020841141595436,1.766109092007096,3,ok,P15 · site of double-strand break
HYP,CS20230722_SUPT_0449,0449 AHN-SBPV-PVHd Pdrm12 Gaba_4,16,P16,phosphoric diester hydrolase activity,GOTERM_MF_DIRECT,2.1880057596789e-4,1.5528985726777926,2,ok,P16 · phosphoric diester hydrolase activity
HYP,CS20230722_SUPT_0449,0449 AHN-SBPV-PVHd Pdrm12 Gaba_4,17,P17,Endoplasmic reticulum,UP_KW_CELLULAR_COMPONENT,0.06192703248992037,0.6103826748950578,0,ok,P17 · Endoplasmic reticulum
HYP,CS20230722_SUPT_0449,0449 AHN-SBPV-PVHd Pdrm12 Gaba_4,18,P18,ATP binding,GOTERM_MF_DIRECT,0.08973380686631705,0.7888835844476204,0,ok,P18 · ATP binding
HYP,CS20230722_SUPT_0449,0449 AHN-SBPV-PVHd Pdrm12 Gaba_4,19,P19,CROSSLNK:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in SUMO2),UP_SEQ_FEATURE,0.24170060537222263,0.4594806094415299,0,ok,P19 · CROSSLNK:Glycyl lysine isopeptide (Ly...
HYP,CS20230722_SUPT_0451,0451 AHN-SBPV-PVHd Pdrm12 Gaba_6,0,P0,DOMAIN:EGF-like,UP_SEQ_FEATURE,0.01469158593107118,1.30371174950672,5,ok,P0 · DOMAIN:EGF-like
HYP,CS20230722_SUPT_0451,0451 AHN-SBPV-PVHd Pdrm12 Gaba_6,1,P1,CARBOHYD:N-linked (GlcNAc...) asparagine,UP_SEQ_FEATURE,0.001491727516084,1.7730104108844684,9,ok,P1 · CARBOHYD:N-linked (GlcNAc...) asparagine
HYP,CS20230722_SUPT_0451,0451 AHN-SBPV-PVHd Pdrm12 Gaba_6,2,P2,IPR001849:PH_domain,INTERPRO,0.01671560240408672,1.639343753146393,5,ok,P2 · IPR001849:PH_domain
HYP,CS20230722_SUPT_0451,0451 AHN-SBPV-PVHd Pdrm12 Gaba_6,3,P3,regulation of DNA-templated transcription,GOTERM_BP_DIRECT,0.08700182228363618,0.4356218175946391,0,ok,P3 · regulation of DNA-templated transcrip...
HYP,CS20230722_SUPT_0451,0451 AHN-SBPV-PVHd Pdrm12 Gaba_6,4,P4,IPR013098:Ig_I-set,INTERPRO,9.0199635830309e-4,1.7446417073881424,6,ok,P4 · IPR013098:Ig_I-set
HYP,CS20230722_SUPT_0451,0451 AHN-SBPV-PVHd Pdrm12 Gaba_6,5,P5,postsynaptic specialization membrane,GOTERM_CC_DIRECT,1.702648369119e-4,1.9319942152921277,63,ok,P5 · postsynaptic specialization membrane
HYP,CS20230722_SUPT_0451,0451 AHN-SBPV-PVHd Pdrm12 Gaba_6,6,P6,cytoplasm,GOTERM_CC_DIRECT,0.06665736049869897,0.5064809298069859,0,ok,P6 · cytoplasm
HYP,CS20230722_SUPT_0451,0451 AHN-SBPV-PVHd Pdrm12 Gaba_6,7,P7,Developmental protein,UP_KW_MOLECULAR_FUNCTION,1.9203548809546e-4,3.0068246134916676,15,ok,P7 · Developmental protein
HYP,CS20230722_SUPT_0451,0451 AHN-SBPV-PVHd Pdrm12 Gaba_6,8,P8,mmu04081:Hormone signaling,KEGG_PATHWAY,0.03016777739660852,0.985265990222917,2,ok,P8 · mmu04081:Hormone signaling
HYP,CS20230722_SUPT_0451,0451 AHN-SBPV-PVHd Pdrm12 Gaba_6,9,P9,mmu04080:Neuroactive ligand-receptor interaction,KEGG_PATHWAY,0.00135776113960535,2.0045770344156444,5,ok,P9 · mmu04080:Neuroactive ligand-receptor ...
HYP,CS20230722_SUPT_0451,0451 AHN-SBPV-PVHd Pdrm12 Gaba_6,10,P10,neuronal cell body,GOTERM_CC_DIRECT,8.2246286045686e-4,2.4956355056734316,15,ok,P10 · neuronal cell body
HYP,CS20230722_SUPT_0451,0451 AHN-SBPV-PVHd Pdrm12 Gaba_6,11,P11,TOPO_DOM:Extracellular,UP_SEQ_FEATURE,6.997880768706613e-6,3.1197351005004035,31,ok,P11 · TOPO_DOM:Extracellular
HYP,CS20230722_SUPT_0451,0451 AHN-SBPV-PVHd Pdrm12 Gaba_6,12,P12,regulation of synapse organization,GOTERM_BP_DIRECT,1.4345050718268364e-6,1.8749432435238256,8,ok,P12 · regulation of synapse organization
